geographic_area,city,median_income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic
MN,Squaw Lake city,30625,28.2,72.1,46.7,0,51.4,0.9,0
MN,Stacy city,52863,13.6,88.2,94.4,0.8,0.3,1.4,1.7
MN,Stanchfield CDP,75625,2.1,79.7,99.2,0,0,0.8,0
MN,Staples city,35000,17.9,88.6,95.9,0.5,0.9,0.7,1.5
MN,Starbuck city,40288,9.9,93.1,97.3,0.3,0.3,0,1.3
MN,Steen city,28500,31.9,88.1,90,0,2.8,1.1,0.6
MN,Stephen city,51438,6.4,78.6,97.9,0,0.2,0,10
MN,Stewart city,43182,16,90.2,97.4,0,0,0.2,4.2
MN,Stewartville city,52879,10.6,93.3,97.5,0.5,0.2,0.5,1.5
MN,Stillwater city,76970,6.6,97,95.1,1,0.4,1.1,1.9
MN,Stockton city,51875,12,92.2,95.8,0.7,0,2.4,1.7
MN,Storden city,40139,9.7,93.8,96.8,1.4,0,0,0.9
MN,Strandquist city,32500,15.6,81.1,95.7,0,1.4,0,4.3
MN,Strathcona city,93000,0,80,88.6,0,0,0,0
MN,Sturgeon Lake city,44000,9.2,91.3,96.6,0,0,0.5,1.8
MN,Sunburg city,48333,9.8,85.7,99,0,0,0,0
MN,Sunfish Lake city,169375,5.4,100,94.4,1.2,0,2.3,4.8
MN,Swanville city,35682,17.4,80.2,98.3,0.3,0.3,0.6,1.4
MN,Taconite city,54808,12.8,91.5,90.8,1.1,1.9,0,1.1
MN,Tamarack city,29500,18.5,83.3,97.9,0,1.1,0,0
MN,Taopi city,(X),14.8,88.4,100,0,0,0,0
MN,Taunton city,29250,16,90.1,100,0,0,0,0
MN,Taylors Falls city,54750,7.2,96.4,94.4,0.6,0.7,2.5,0.5
MN,Tenstrike city,51250,7.5,96.9,95,0,3.5,0,0
MN,The Lakes CDP,71406,2.2,92.9,99.6,0,0.1,0,0.7
MN,The Ranch CDP,-,100,0,11.1,0,88.9,0,0
MN,Thief River Falls city,40271,9.9,91,92,2.1,1.9,0.7,3.2
MN,Tintah city,35000,20.4,100,98.4,0,0,0,0
MN,Tonka Bay city,108250,1.3,99.2,97.6,0.8,0.1,0.7,0.9
MN,Tower city,45050,14.7,98.2,94.6,0,2.4,0.6,1.2
MN,Tracy city,40957,14.2,89.6,86.5,0.1,0.3,9.7,5.4
MN,Trail city,26125,40.6,88.4,100,0,0,0,0
MN,Trimont city,43229,9.6,87.1,97.9,0.1,0.3,0.3,0.8
MN,Trommald city,31667,28.3,83.8,96.9,0,2,0,1
MN,Trosky city,63542,0,82.8,95.3,0,1.2,3.5,0
MN,Truman city,47386,11.6,89.1,97.6,0.2,0.2,0.6,2.4
MN,Turtle River city,69375,0,96.2,98.7,0,1.3,0,0
MN,Twin Lakes city,42083,10.8,84.1,97.4,0,0,0,2
MN,Twin Lakes CDP,54250,6.8,90.7,25.5,0,65.8,0,0.7
MN,Twin Valley city,35703,24.8,84.3,94.4,0,3.2,0,2.1
MN,Two Harbors city,41117,17.8,94.2,97.2,0.2,0.6,0.2,1
MN,Tyler city,48125,12.4,90.4,96.9,0.3,0.3,0.2,2.4
MN,Ulen city,40313,14,89,93.1,0.4,3.7,0.2,0.5
MN,Underwood city,40938,14.8,92.1,99.4,0.3,0,0,0.6
MN,Upsala city,54688,14.1,88.3,95.6,0.9,0.7,0.5,4
MN,Urbank city,38750,2.9,86.7,100,0,0,0,0
MN,Utica city,58750,9.7,84.7,95.9,0,1.7,0,3.4
MN,Vadnais Heights city,71518,6.4,93.7,84.9,3.6,0.5,7.6,2.8
MN,Vergas city,40000,9.8,94.2,99.1,0.3,0,0,0.3
MN,Vermillion city,76111,2.1,94.9,96.4,0.2,0,1.4,0.2
MN,Verndale city,44091,11.3,94.3,94.4,0,1,0.2,2.7
MN,Vernon Center city,72500,4.7,92.4,98.8,0.9,0,0,1.8
MN,Vesta city,38000,10.6,86.3,94.7,0.9,0.6,1.9,0
MN,Victoria city,131971,2.2,98.5,95.6,0.5,0.1,2,2
MN,Viking city,56250,16.9,91.7,96.2,0,0,0,1.9
MN,Villard city,38958,19.9,87.1,95.7,0,2,0.8,0.4
MN,Vineland CDP,36500,31.5,80.2,9.9,0.6,86,0,1.8
MN,Vining city,38750,0,96.8,91,0,0,0,1.3
MN,Virginia city,34075,23.7,93.4,91.7,1.6,3,0.5,1.5
MN,Wabasha city,37361,12.2,89.9,96.2,0.8,0.4,0.2,2.3
MN,Wabasso city,38611,4.9,88.2,97.4,0.7,0.3,0.4,3
MN,Waconia city,79600,2.3,95,95.7,1.1,0.3,1.1,2.5
MN,Wadena city,34342,23.8,86.6,95.6,1.6,0.3,0.4,1.4
MN,Wahkon city,28750,28.9,89.1,95.1,0,2.4,0.5,1
MN,Waite Park city,39695,20.9,86.4,83.6,6.6,0.7,3.6,4.5
MN,Waldorf city,48438,13,87.2,99.6,0,0,0.4,0
MN,Walker city,31750,26,92,88,0,7.2,1.1,1.3
MN,Walnut Grove city,33203,32.6,69.8,63.4,0,0.5,35,2.1
MN,Walters city,32188,42.1,75.4,98.6,0,0,0,1.4
MN,Waltham city,60625,10.8,92.8,97.4,0,0,0.7,2
MN,Wanamingo city,49539,16.4,88.7,97.6,1.7,0,0.1,1.1
MN,Wanda city,40714,0,93.6,100,0,0,0,0
MN,Warba city,49583,13,87.5,97.2,0,2.8,0,0
MN,Warren city,50357,9.4,83.5,97.2,0.4,0.3,0.3,2.6
MN,Warroad city,37528,23.7,90.2,83.3,0.1,5.7,8.5,1
MN,Warsaw CDP,64896,7.6,95.6,96.8,0.2,0,0.5,0.3
MN,Waseca city,46167,11.6,91.2,89,3.7,1.5,1,9
MN,Watertown city,53789,15.6,91.5,95.8,0.3,0.4,0.8,1.7
MN,Waterville city,38348,13.4,87.6,96.9,0.4,1,0.3,1.8
MN,Watkins city,43036,18.8,83.5,98.8,0.5,0.2,0.2,0.4
MN,Watson city,33750,10.2,79.7,98.5,0,0,0,1.5
MN,Waubun city,40179,22.9,91,46,0.3,33.3,0.3,2
MN,Waverly city,71372,7.1,92.1,97.3,0.5,0.4,0.8,1.3
MN,Wayzata city,67835,5,95.6,92.5,3,0.4,1.3,3.6
MN,Welcome city,37917,22,87.4,99.9,0.1,0,0,2.9
MN,Wells city,39679,20.7,82.4,96.9,0.2,0.2,0.8,7.3
MN,Wendell city,42188,9.5,93.5,100,0,0,0,0.6
MN,Westbrook city,35729,15.6,83.9,97.7,0,0.4,0.9,2.2
MN,West Concord city,49125,20.9,85.7,93,0.1,0.5,0,8.1
MN,Westport city,35000,37.8,85.2,80.7,3.5,0,0,15.8
MN,West Roy Lake CDP,23750,7.7,82.9,10.8,0,83.8,0,0
MN,West St. Paul city,47710,10.8,89.7,78,6,0.9,2.2,19.5
MN,West Union city,63750,6.3,95.3,99.1,0,0,0,0
MN,Whalan city,(X),4.9,81.8,100,0,0,0,0
MN,Wheaton city,45733,10.7,89,97.4,0.6,0.7,0.1,1.5
MN,Whipholt CDP,64375,2.1,94.4,98,0,2,0,0
MN,White Bear Lake city,62205,5.7,95.7,90.1,2.5,0.4,3.5,3.3
MN,White Earth CDP,17448,53.5,75.6,5,0,89.1,0.2,3.8
MN,Wilder city,58125,11.1,82.9,100,0,0,0,0
MN,Willernie city,51563,12.9,95,90.1,1,1.2,0.4,4.3
MN,Williams city,41607,6.6,89.3,95.3,1,0.5,2.6,0.5
MN,Willmar city,42250,18.2,83.5,86.9,4.8,0.5,0.6,20.9
MN,Willow River city,43333,11.1,87.3,95.7,0.2,1.4,0,2.2
MN,Wilmont city,45000,10.2,87.3,95.9,2.1,0.3,0.6,1.2
MN,Wilton city,66250,10.9,87.6,91.7,0,1.5,1.5,1
MN,Windom city,39549,26.4,89.4,92.1,1.4,0.3,1.2,8
MN,Winger city,37000,8.4,82.5,96.4,0,2.3,0.5,0
MN,Winnebago city,42083,15.1,88.4,95.5,0.1,0.6,0.1,7.5
MN,Winona city,41053,20.1,91.2,93,1.9,0.3,2.9,1.7
MN,Winsted city,55500,7.8,91.6,97.5,0.5,0.3,0.1,1.8
MN,Winthrop city,48828,19,84.1,93.4,0.5,0.7,0.5,7.4
MN,Winton city,33750,20,75.3,98.8,0,0,0,0
MN,Wolf Lake city,47917,17.5,95.2,96.5,0,0,0,0
MN,Wolverton city,57188,10.8,93.5,95.8,0,0,0,0
MN,Woodbury city,99698,3.5,97.3,81.4,5.6,0.3,9.1,3.8
MN,Wood Lake city,45357,14.5,94.2,92.5,0,4.6,0,7.5
MN,Woodland city,178000,2.9,98.2,98.2,0.2,0,0.5,2.3
MN,Woodstock city,30521,37.2,87.2,98.4,0,0.8,0.8,0
MN,Worthington city,47467,20,70.9,62.2,5.5,0.7,8.6,35.4
MN,Wrenshall city,55938,12.7,92.3,96,0,1.8,0,0
MN,Wright city,42857,24.3,95.3,97.6,0,0.8,0.8,0
MN,Wykoff city,41583,17.1,88.3,98.9,0.2,0.2,0.2,0
MN,Wyoming city,77708,2,94.3,96.6,0.4,0.4,0.9,1.7
MN,Zemple city,23333,30.4,89.1,93.5,0,5.4,0,0
MN,Zimmerman city,61250,9.3,93.1,95.4,1,0.7,0.9,1.9
MN,Zumbro Falls city,53571,8.6,91.5,93.7,1,0,0,0.5
MN,Zumbrota city,45947,12.7,93.5,95.8,0.7,0.5,0.7,1.6
MS,Abbeville town,49583,10.4,80,90.2,8.8,0,0,0.5
MS,Aberdeen city,30357,35,74.4,28.8,69.2,0.1,0.2,1
MS,Ackerman town,23448,29.2,80.9,57.3,41.5,0.1,0.1,0.3
MS,Alcorn State University CDP,(X),3,93,1.9,94.6,0.1,1.2,1.9
MS,Algoma town,35714,29.3,78.1,78.8,18.1,0,0,1.9
MS,Alligator town,29250,40.9,73.8,15.9,82.2,0,0.5,1
MS,Amory city,35394,23.3,75,69.5,29,0.2,0.2,1.4
MS,Anguilla town,32083,31.4,81.4,21.2,77.8,0.1,0.1,0
MS,Arcola town,16563,59.1,69.9,6.9,92.2,0,0,0.8
MS,Arnold Line CDP,51113,19,96.2,57.4,39.1,0.1,1.9,2
MS,Artesia town,21458,32.1,65.6,13,84.5,0,1.1,0.5
MS,Ashland town,34950,9.8,72.6,92.6,5.8,0,0.4,1.4
MS,Baldwyn city,24745,35.6,77.4,52.8,44.9,0.5,0.1,1.2
MS,Bassfield town,34135,12.7,91.2,59.1,37.8,0,0,2.8
MS,Batesville city,50578,15.2,84.7,51.8,45.2,0.3,0.6,2
MS,Bay St. Louis city,38130,25,88.8,82.7,12.7,0.3,1.2,3.6
MS,Bay Springs city,29023,29.1,77.4,40.1,58.1,0,0.5,0.8
MS,Beaumont town,29028,38.6,74.5,51.5,47,0.5,0.1,0.1
MS,Beauregard village,37500,20.4,76.7,58,40.2,0,0,2.8
MS,Beechwood CDP,45313,15.6,88.9,56,41.3,0.2,1,2.6
MS,Belmont town,32418,23.7,83.9,88.9,0.2,0.2,0.1,11.6
MS,Belzoni city,21607,36.8,64.7,22.7,75.4,0.3,0.6,1.3
MS,Benoit town,19500,52,59.9,17.8,82.2,0,0,0.8
MS,Bentonia town,37396,27.8,76.9,65.2,33.9,0,0,0.5
MS,Beulah town,29375,26.5,78.3,7.2,91.1,0,0.6,1.1
MS,Big Creek village,30179,12.1,51.1,90.9,5.2,1.3,0.6,1.3
MS,Big Point CDP,71016,26.4,80.6,97.1,1.3,0.8,0,1.1
MS,Biloxi city,39011,24.6,85.1,68.4,19.6,0.5,4.4,8.7
MS,Blue Mountain town,31420,30,69.4,78.8,17.7,0.1,0.5,2.2
MS,Blue Springs village,32500,23.7,78.8,95.2,1.8,1.8,0.4,2.6
MS,Bogue Chitto CDP (Kemper and Neshoba Counties),22389,36.6,49.8,5.2,2.3,89.6,0,1.6
MS,Bogue Chitto CDP (Lincoln County),(X),35.8,61.5,44.8,53.6,0,0.2,1.1
MS,Bolton town,30486,15.4,87.2,26.3,73.4,0,0,0.2
MS,Booneville city,31375,26.5,78.8,77,20.3,0.3,0.2,1.9
MS,Boyle town,36250,41.5,77.7,48.3,47.8,0.6,0,3.1
MS,Brandon city,71944,7,93.3,80.6,16.9,0.2,1,1.6
MS,Braxton village,(X),26.6,69.7,92.9,1.1,0.5,0,1.1
MS,Bridgetown CDP,70965,9.3,95.2,96.3,1.7,0.5,0.5,1
MS,Brookhaven city,30487,37.1,84.8,43.8,54.1,0.1,0.7,0.9
MS,Brooksville town,16813,48.9,67.1,15.9,82.5,0.1,0.1,1
MS,Bruce town,28631,31.9,81.1,49.4,47.2,0.1,0.2,3.3
MS,Buckatunna CDP,(X),40.3,64.1,49,50.2,0,0,1.2
MS,Bude town,22083,40.7,79.5,45.2,53.1,0.2,0,1.5
MS,Burnsville town,24522,34.3,73.3,97.3,0.1,0.4,0.1,1.6
MS,Byhalia town,27500,42.2,80,51.4,44.9,0,0,4
MS,Byram city,55891,11,93.6,45.7,52.1,0.2,0.8,1.1
MS,Caledonia town,53487,10.8,82.4,92.7,4,0.3,0.9,2.4
MS,Calhoun City town,27875,35.2,77.1,60.5,37.6,0.2,0.1,1
MS,Canton city,39910,26.7,71.8,19.5,74.7,0.2,0.6,5.5
MS,Carrollton town,36023,41.1,93.4,90.5,8.9,0.5,0,0
MS,Carthage city,24806,46.9,72.3,39.5,47,3.5,0.2,12.3
MS,Cary town,24875,49.1,67.4,34.8,63.9,0.3,0.6,0
MS,Centreville town,24451,51,77.4,23.3,76.5,0,0,0.3
MS,Charleston city,26979,23.4,70.9,26.2,72.9,0.1,0.3,0.3
MS,Chunky town,37667,15.5,83,94.5,0.3,0,0.3,12.3
MS,Clara CDP,(X),6,73.6,95.6,1.7,0.5,0,0
MS,Clarksdale city,28988,35,79.3,19.5,79,0.1,0.6,0.9
MS,Cleary CDP,51779,0,91.6,93.6,5.4,0.1,0.1,0.8
MS,Cleveland city,32692,29.9,83,47.5,50.2,0,1,1.5
MS,Clinton city,55486,15.5,92.2,60.1,33.9,0.2,4.1,1.5
MS,Cloverdale CDP,33333,33.1,77.5,34,64.3,0.2,0,0.5
MS,Coahoma town,17083,57.2,67.6,0.8,99.2,0,0,0
MS,Coffeeville town,26136,25.8,73.6,41.5,55.6,0,0.7,1.1
MS,Coldwater town,29688,20.5,74.3,22.4,75.7,0.4,0.2,1.4
MS,Collins city,32661,21.3,77.9,44.2,51.1,0.1,0.3,4.2
MS,Collinsville CDP,71790,6.6,93.3,84.2,13.1,0.1,0.7,1.9
MS,Columbia city,24125,41.6,75.5,56.1,40.5,0.2,0.8,2.1
MS,Columbus city,30968,31.2,80.6,37.4,60,0.2,0.7,1.4
MS,Columbus AFB CDP,53750,1.1,96.7,77.9,11.7,0.1,3.4,7.3
MS,Como town,29514,23.4,65.1,26.7,72.7,0,0,0.2
MS,Conehatta CDP,25066,54.3,64.8,15.4,6.3,76.2,0.1,2.3
MS,Corinth city,31800,26.3,80.3,71.4,23.2,0.2,0.5,5.3
MS,Courtland town,31250,37.1,78.6,45,54.6,0,0,0
MS,Crawford town,19318,42.7,72.8,8,89.9,0.6,0,0.6
MS,Crenshaw town,26250,38.1,63.6,21.6,77.2,0.1,0,0.8
MS,Crosby town,22688,47.5,54.9,19.5,79.6,0.3,0,0
MS,Crowder town,24479,21.8,59,50.6,48.3,0,0.1,1
MS,Cruger town,18125,42.3,76.7,14.2,85.2,0,0.5,0.5
MS,Crystal Springs city,35685,31.4,75,37,61.4,0.2,0.3,2.2
MS,Darling CDP,19286,21.1,75,14.2,83.6,0,0,2.2
MS,Decatur town,37500,21.1,88.6,63.7,34.2,0.9,0.3,0.9
MS,De Kalb town,35366,26.7,79.2,32.5,66.8,0,0,0.9
MS,DeLisle CDP,49583,36.3,68,54,40.8,0.1,1,2.4
MS,Derma town,22734,47.3,62.6,37,61,0.1,0,1.4
MS,Diamondhead city,70819,8.4,97.2,NA,NA,NA,NA,NA
MS,D'Iberville city,44784,9.7,87.1,70.9,15.7,0.5,8.3,4.8
MS,D'Lo town,35455,31.1,84.9,73.2,25,0.2,0,0.9
MS,Doddsville town,27500,48.2,85.9,9.2,90.8,0,0,0
MS,Drew city,24118,47.8,69.3,16,83.3,0.2,0.2,0.7
MS,Duck Hill town,24432,42.2,68.3,30.6,67.6,0.4,0,0.7
MS,Dumas town,41827,5.6,79.6,97.9,0.9,0,0,0.4
MS,Duncan town,28188,54.8,49.8,27.2,72.8,0,0,2.6
MS,Durant city,21947,48.7,73,13.8,85.3,0.2,0,0.3
MS,Ecru town,43750,14.3,86.1,77.5,12.7,0,0.6,8.3
MS,Eden village,(X),30.8,67.5,51.5,43.7,0,0,8.7
MS,Edwards town,32460,34.9,87,15.5,82.7,0.7,0.1,0.9
MS,Elliott CDP,30341,39.5,70.1,80.9,17.5,0,0,1.2
MS,Ellisville city,23272,39.7,68,62.7,35.3,0.1,0.3,2.2
MS,Enterprise town,35417,25.1,81.8,81.2,18.3,0,0.4,0.2
MS,Escatawpa CDP,34681,21.8,82.5,76.3,21.8,0.5,0.3,2.6
MS,Ethel town,27292,32.1,64.4,56.5,42.1,0.7,0,1.9
MS,Eupora city,20461,38.7,70.5,55.2,41.8,0.6,0,2.7
MS,Falcon town,26042,42.2,55,4.8,95.2,0,0,0
MS,Falkner town,40625,12.7,79.7,89.7,4.3,0.2,0,7
MS,Farmington town,42366,13.4,85.1,96.1,1.8,0.4,0.4,0.3
MS,Farrell CDP,26250,20.7,85,9.6,90.4,0,0,0
MS,Fayette city,20294,49.6,75.9,1.6,97.9,0.2,0,0.2
MS,Flora town,30164,44.7,85.7,46.8,51.2,0.1,0.1,3.6
MS,Florence city,58095,3.4,90.7,NA,NA,NA,NA,NA
MS,Flowood city,49468,10.1,93.9,75.2,18.6,0.2,3.8,2.4
MS,Forest city,33204,27.8,67,31.3,48.5,0.4,0.2,23.7
MS,Foxworth CDP,30202,21.9,78.3,65.5,32.2,0,0.2,0.7
MS,French Camp town,48750,18,99,93.7,4.6,0,0,5.7
MS,Friars Point town,18889,46.6,68.2,4.6,94.4,0,0,0.8
MS,Fulton city,39063,22.6,85.6,82.8,14.6,0.1,0.6,1.4
MS,Gattman village,(X),4.4,62.4,98.9,0,0,0,0
MS,Gautier city,44675,15.2,88.4,61.1,32.4,0.5,1.5,5.3
MS,Georgetown town,33750,32,66.2,55.2,42,0.3,0.3,0
MS,Glen town,35417,25.4,86,97.1,0.2,0,0.2,1.7
MS,Glendale CDP,37897,30.3,84.3,41.3,56.8,0,0.2,2.7
MS,Glendora village,31875,41,55.2,0.7,98,1.3,0,1.3
MS,Gloster town,18929,42.7,74.8,34.7,64.8,0.1,0,1.9
MS,Golden town,23571,17.8,59.4,86.4,2.6,0.5,0,11
MS,Goodman town,17404,51,65.8,23.9,75,0.1,0.1,1.2
MS,Greenville city,29206,36.8,78.7,20.2,78,0.2,0.7,0.9
MS,Greenwood city,26550,40.8,78.3,30.7,67.2,0.1,0.9,1.1
MS,Grenada city,28952,24.8,72.9,44.8,53.7,0.2,0.3,0.9
MS,Gulf Hills CDP,58256,13.8,91.5,75.1,13.9,0.3,6.4,3.8
MS,Gulf Park Estates CDP,70172,12.4,95,85,7.8,0.5,2.8,4.6
MS,Gulfport city,36474,25.5,84.5,56.9,36.1,0.4,1.7,5.2
MS,Gunnison town,22292,43.6,71.9,10.8,87.8,0.9,0,1.1
MS,Guntown town,58487,10.9,85.6,79.2,16.7,0.1,0.4,2.3
MS,Hamilton CDP,44531,11.6,94.3,93.4,3.9,0,0.2,1.1
MS,Hatley town,36818,20.6,88,99.4,0,0.2,0,0
MS,Hattiesburg city,26852,37.8,84.6,41.9,53,0.2,0.9,4.3
MS,Hazlehurst city,34018,27.2,84,17.9,74.8,0.4,0.8,6.9
MS,Heidelberg town,27955,19.5,84.1,17.8,80.5,0.3,0,1.7
MS,Helena CDP,38350,13.3,69.5,86.5,10.2,0,0.8,2.3
MS,Henderson Point CDP,(X),7.1,100,95.3,2.9,0,0,0.6
MS,Hernando city,58870,9.1,89.1,81.6,13.1,0.2,1,5.5
MS,Hickory town,36786,28.7,81.4,50,48.7,0.2,0,3
MS,Hickory Flat town,31458,28.7,80.2,80.9,16.5,0,0,1.5
MS,Hide-A-Way Lake CDP,60625,0,100,96.6,1.2,0.2,0.2,3.4
MS,Hillsboro CDP,23200,45.2,73.8,36.2,60.7,0.1,0.9,2
MS,Holcomb CDP,(X),30.1,96.2,58.5,40.3,0.2,0,0.8
MS,Hollandale city,23333,47.5,68.4,12.2,87.2,0,0.1,0.2
MS,Holly Springs city,28937,27.7,74.6,19.3,79.2,0.2,0.2,1.2
MS,Horn Lake city,45105,13.8,84.7,59,32.9,0.4,1,8
MS,Houston city,28056,26.8,69,51,41.4,0.1,0.7,7.2
MS,Hurley CDP,45625,2.9,87,95.6,1.5,0.6,0.1,0.8
MS,Indianola city,26544,33.2,75.8,18.7,79.4,0.2,0.5,1.6
MS,Inverness town,30250,32.3,77.3,48.1,50.7,0.2,0.8,0.7
MS,Isola town,20893,47.7,61.8,17.8,80.8,0,0.3,1.7
MS,Itta Bena city,21792,43.6,74.2,10.1,89.5,0,0,0.5
MS,Iuka city,31684,20.9,68.8,91.4,6.4,0.2,0.2,1.8
MS,Jackson city,32250,30.9,84.1,18.4,79.4,0.1,0.4,1.6
MS,Jonestown town,17895,53.2,64.4,1.7,97.9,0.1,0,0.3
MS,Jumpertown town,42000,12.1,83.7,93.8,3.3,0,0,1
MS,Kearney Park CDP,(X),7.6,69.5,14.7,84.4,0.1,0,0.6
MS,Kilmichael town,28702,26,73.5,37.2,61.4,0.6,0.7,0.1
MS,Kiln CDP,53210,23.7,78.3,92.7,3.4,0.6,0.2,3.7
MS,Kosciusko city,29005,33.3,74.9,45.6,51.9,0.3,0.5,2.1
MS,Kossuth village,51563,0,82.9,100,0,0,0,0
MS,Lake town,37841,24.4,78.5,46.9,50.3,0,0.6,1.2
MS,Lambert town,20833,38.7,58.5,11,88.8,0.1,0,0.4
MS,Latimer CDP,51507,7.3,83.9,88.3,4.4,0.5,3.1,3.5
MS,Lauderdale CDP,25895,13.4,81.7,47.5,51.4,0,0,0.2
MS,Laurel city,28516,28.7,72.8,32.4,61.3,0.1,0.7,7.7
MS,Leakesville town,44091,10.9,81.8,78.3,20,0,0.1,2.3
MS,Learned town,48750,2.3,100,91.5,5.3,0,1.1,0
MS,Leland city,27700,32.8,76,27.1,71.1,0.2,0.4,0.8
MS,Lena town,39250,13.5,86.5,87.2,11.5,1.4,0,0
MS,Lexington city,26083,41.4,79.6,27,71.8,0.1,0.5,1
MS,Liberty town,34135,9.3,75.1,68.5,30.5,0,0,1
MS,Long Beach city,48895,15.2,87.5,85.5,8.3,0.5,2.6,3.7
MS,Louin town,40833,11.1,86.2,69.3,28.9,0,0,1.4
MS,Louise town,(X),34.7,72.8,56.8,42.7,0,0,0.5
MS,Louisville city,28802,44.9,73.8,36.5,61.6,0.3,0.4,0.8
MS,Lucedale city,38900,30.9,77.5,68.7,29.6,0.1,0.5,1.7
MS,Lula town,26250,29.8,57.4,18.8,77.9,0,2,1
MS,Lumberton city,19745,42.5,79.4,42.4,56.5,0.1,0,0.5
MS,Lyman CDP,50233,16.7,93.7,83.3,11.6,0.3,0.8,3.4
MS,Lynchburg CDP,78636,0.7,88.1,76.5,19.8,0.2,0.9,2
MS,Lyon town,60096,7.8,93.5,80.3,18.9,0,0,0.9
MS,Maben town,14615,49,67.4,37.4,61,0.6,0.1,1.1
MS,McComb city,29720,30.2,77.3,31.2,66.3,0.2,0.9,1.4
MS,McCool town,57500,11.5,90.1,84.4,14.1,0,0,0.7
MS,McLain town,32125,13.8,72.1,73,26.1,0.5,0,0.7
MS,Macon city,17926,53.9,70,21.7,77,0.1,0.5,0.5
MS,Madison city,97287,3.5,98.1,85.5,10.2,0.1,3.2,1.2
MS,Magee city,26927,32.7,82.2,47.3,46.8,0.5,1.2,4.6
MS,Magnolia city,26120,29.3,76.5,32,66.4,0.5,0.3,1.2
MS,Mantachie town,34286,17.5,75,96.6,2.2,0.2,0.2,0.4
MS,Mantee village,49375,5.4,96.9,99.1,0.4,0,0,0
MS,Marietta town,(X),25.8,91.2,98,0.4,0,0,0
MS,Marion town,39261,27.3,86.6,48.2,48.5,0.3,1.4,3
MS,Marks city,28365,33.5,75.9,31.8,67.1,0.3,0.2,0.5
MS,Mathiston town,35114,18.4,77,84.4,14,0,0.6,0.1
MS,Mayersville town,14632,43.1,60.8,10.4,89.2,0,0,0.7
MS,Meadville town,43906,22.5,88.1,79.5,19.6,0.7,0,0.7
MS,Mendenhall city,33125,24.8,83,65.9,32.3,0.1,0.3,0.8
MS,Meridian city,30355,32.9,85.5,35.7,61.6,0.3,0.9,1.7
MS,Meridian Station CDP,63438,0,100,60.8,26.2,0.5,4.4,13.8
MS,Merigold town,37500,28,71.3,42.1,50.3,0,2.5,3.9
MS,Metcalfe town,18393,49.2,73.1,3.4,95.2,0,0,1
MS,Mississippi State CDP,117826,0,100,68.6,26.2,0.2,2.7,2
MS,Mississippi Valley State University CDP,35385,32.8,96.9,4.1,91.9,0.1,1.6,0.9
MS,Mize town,28229,36.7,73.1,95.9,1.8,0.3,0,3.2
MS,Monticello town,25119,31.8,86.8,58,31.9,0,0.7,9
MS,Montrose town,46500,23.1,74.7,84.3,15,0.7,0,0
MS,Mooreville CDP,51442,10,93.8,NA,NA,NA,NA,NA
MS,Moorhead city,19286,49.3,70.9,16.5,82.5,0.3,0.2,0.7
MS,Morgan City town,(X),62.9,87.3,18.8,81.2,0,0,1.6
MS,Morgantown CDP,34145,23.1,79.9,37.1,58.8,0.7,0.6,2.5
MS,Morton city,29598,29.6,71.6,44.5,35.9,0.3,0.1,25.7
MS,Moss Point city,34831,21.6,85.6,23.9,73.6,0.2,0.4,1.9
MS,Mound Bayou city,22974,43.7,82.2,1.3,98.6,0,0.1,0.9
MS,Mount Olive town,22328,36.4,85.1,43.5,55.1,0.3,0,0.9
MS,Myrtle town,25833,19.7,80.2,79.4,14.3,0.2,0,5.1
MS,Natchez city,28549,31.9,84.4,39.6,58.3,0.2,0.4,1.1
MS,Nellieburg CDP,(X),8.5,86.4,77.9,20.9,0.1,0.6,0.4
MS,Nettleton city,26750,27.9,76.1,66.8,31.6,0.6,0.2,0.9
MS,New Albany city,37696,24,80.9,60.8,31.2,0.2,0.3,8.3
MS,New Augusta town,37411,27.5,86.3,55.7,42.7,0.3,0.2,0.9
MS,New Hamilton CDP,47500,7.2,89.9,98.6,0,0.2,0,1.6
MS,New Hebron town,43015,17.1,94.8,89.9,7.8,0.4,0.2,1.6
MS,New Hope CDP,63730,5.6,94,87.8,11.2,0.2,0.2,1
MS,New Houlka town,24868,29.9,66.2,73.2,24,0.3,1.6,1.4
MS,Newton city,31114,20.3,81.9,36.2,62.4,0.1,0.3,0.9
MS,Nicholson CDP,24549,45.2,71.8,83.8,10,0.4,0.6,6.1
MS,North Carrollton town,32266,17.3,84.7,59.2,36.2,0,0,4.9
MS,North Tunica CDP,(X),26.5,84.6,4.3,95.4,0,0,0.2
MS,Noxapater town,26964,21.1,81.6,61,37.7,0.2,0.2,2.5
MS,Oakland town,19815,40.7,79.6,23.5,76.3,0,0,1.9
MS,Ocean Springs city,53495,9.3,91,85.4,7.4,0.4,3.1,4.2
MS,Okolona city,21071,31.5,63.1,27.9,70,0,0.1,1.3
MS,Olive Branch city,62979,7.2,91,71.5,23.1,0.2,1.3,4.2
MS,Osyka town,23977,24.6,88.3,50,48.6,0,0,2.5
MS,Oxford city,32474,39.6,93.4,72.3,21.8,0.3,3.3,2.5
MS,Pace town,33125,20.1,65.5,16.4,82.5,0.4,0,0.4
MS,Pachuta town,38333,32.9,75.9,69,30.7,0.4,0,0
MS,Paden village,31250,20.4,82.4,95.7,0.9,0,0,6
