,Median Income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic,Level
824,54176,13.7,91.5,90.1,1.7,0.3,3.7,5,0
825,54193,15.3,83.1,45.2,7.5,0.7,19.9,27.2,0
826,54217,7.6,89.9,63.1,29.1,0.3,1.5,5.9,0
827,54242,13.5,93.6,92.3,0.2,0.8,2.3,7.4,0
828,54261,3.2,88.2,97.8,0.1,0.7,0.2,0.7,0
829,54283,15.4,87.7,28.8,55.7,0.3,7.6,9.5,0
830,54322,16.6,93.4,80.6,4.8,0.9,4.3,11.7,0
831,54375,10.7,75.8,87.1,0.5,0.7,0.3,54.8,0
832,54419,11.5,87.6,90.5,5.6,0.4,0.9,3.1,0
833,54527,13.4,93.1,78.8,6.3,1,3,16.1,1
834,54590,19.3,75.2,41.9,18,0.9,6.1,54.4,0
835,54618,20.4,80.4,34.5,28,0.8,16.8,25.4,2
836,54652,13,90,75.2,11.1,1.2,4.9,7.3,0
837,54750,6.5,92.5,96.9,0.5,0.2,0.7,2.2,0
838,54896,19,94.8,78.9,7.3,0.4,7.4,6.8,0
839,54919,17.6,84.1,45.6,39.5,0.7,2.2,18.5,0
840,54974,12.2,90.3,66,10.7,0.6,10.3,19,0
841,55003,18,91.3,76.1,6.3,1,7.1,9.4,1
842,55012,8.7,95.6,88.1,5.3,0.3,3.4,2.8,0
843,55100,18.6,79,58.1,9.3,1.7,3.5,50.3,0
844,55161,8,80.5,83.7,1.5,2.4,1.5,15.8,0
845,55168,16.4,92.6,64.6,29.9,0.4,1.6,3.3,0
846,55170,18.9,58.5,51,0.9,1.3,1,92.5,0
847,55185,10.5,93.2,85.1,11.5,0.4,0.3,1.6,0
848,55218,8,91.7,95.5,1.3,0.5,0.7,3.2,0
849,55229,13.1,91.2,66.1,9,10,3.6,9,1
850,55289,15.8,86.6,46.7,24.4,0.6,10.3,35.3,0
851,55319,18.8,71.9,55.8,1.9,0.5,1.9,55.7,0
852,55398,16,90.5,57.5,29.3,0.5,4.3,11.4,0
853,55417,15.1,89.4,95.5,1.9,0.3,0.7,1.5,0
854,55476,13,92.9,72.1,21.4,0.4,1.5,5,0
855,55486,10.2,93.4,82.3,12.9,0.2,1.6,1.1,0
856,55502,16.2,89.5,66.8,28.5,0.4,1.9,2.6,0
857,55528,18.7,88.1,41.6,49.9,0.2,1.1,9.1,0
858,55546,17.8,93.6,70.2,25.4,0.2,1.6,2.9,0
859,55603,14.8,88.8,55.2,8.2,3,15.5,17.4,0
860,55647,18.6,96,89,1.2,0.6,2.9,10.1,0
861,55648,12.7,92.2,89,0.5,1.1,2.1,8,0
862,55673,15.4,89.9,57.5,9.7,0.9,14.2,16.2,0
863,55752,13.7,68.2,59.4,1,1.4,2.6,91.2,0
864,55777,21.5,85.2,53.9,24.4,0.4,8.9,17.5,1
865,55830,9.1,85.9,92.7,0.7,0.9,0.7,8.2,0
866,55831,14,86.6,76.6,2.3,1.3,3.7,30.6,0
867,55893,14.7,87.4,95.8,0.7,0.7,0.6,2.6,0
868,55946,8.9,91.7,94.4,1.7,0.2,2.1,2.1,0
869,56277,9.1,94.1,91.5,0.6,0.8,1,11.7,0
870,56307,13.7,88.8,67.3,27.2,0.3,1.2,5.4,0
871,56882,15.4,90.3,73,2.6,0.6,10.5,16.3,1
872,56905,16.5,72.7,73,6.1,1.3,0.6,53.7,1
873,56954,11.9,91.5,82.9,1.6,1.4,3.1,22,0
874,56983,5.7,93.2,97.3,0.1,0.5,0.1,1.8,0
875,57028,18.3,87.4,32.8,22.1,0.7,24.9,22.6,0
876,57047,9.7,89.8,90.3,0.6,0.4,0.8,22.7,0
877,57057,8.6,95.5,71.9,10,1.6,2.4,19.4,0
878,57095,19.8,79.6,56.8,8.2,1.5,6.2,45.5,2
879,57257,10.6,89.3,89.4,2.4,0.8,0.9,13.6,1
880,57386,7.7,97.2,85.6,1,3,0.9,23.7,0
881,57417,13.2,92.9,91.2,0.6,0.8,0.7,8.6,0
882,57521,26.8,75.8,77.6,4.2,3.4,1.2,29.6,0
883,57689,18,87.5,68.3,8.1,0.9,6.3,35.1,2
884,57790,11.4,92.4,93.1,1.6,0.6,1.5,4.1,0
885,57790,10.5,91.8,92.3,1,0.9,0.8,7.4,0
886,57822,16,81.4,63.5,2.3,0.7,9,36.6,0
887,57880,8.6,93.6,95.7,0.2,1,0.1,5.6,0
888,58000,15.5,81.5,68,19.4,0,0.9,12.7,0
889,58057,13.7,85.3,63.5,9.1,1.1,10.7,15.2,0
890,58103,14.1,73.6,62.2,1.5,0.7,1.8,48.7,0
891,58219,11.2,93.4,87.4,2.9,1,1.2,14.5,0
892,58227,11.4,88.4,71,22.2,0.3,1.7,5,0
893,58302,8,94.4,94.2,1,0.3,1.6,3.6,0
894,58330,11.6,91.3,74.2,21.6,0.4,0.8,2.8,0
895,58484,23.1,96.3,88,0.9,0.4,4.7,8.7,1
896,58814,4.3,96.2,90,0.7,4.2,0.9,3.2,0
897,58901,9.6,92.8,92.4,0.7,4.5,0.6,1.3,0
898,58906,13.4,85.2,93.6,2.5,0.9,0.5,2.3,0
899,58954,14,94.4,87.2,4.2,0.6,3.2,4.7,0
900,59049,16.7,83,55.8,18.7,0.7,5.9,34.7,0
901,59078,9.3,91.8,91.7,0.6,4.9,0.2,1.8,0
902,59091,12.7,93.2,74.5,9,1.1,4.1,19.4,0
903,59260,11.3,90.5,23.2,68.6,0.4,0.9,12.1,0
904,59303,12.8,87.7,63.7,10.8,1.1,6.6,10.6,0
905,59337,12.1,76.4,75.4,5.7,1,1.1,50.6,1
906,59347,15.9,87.6,70.5,4.9,2.3,8.9,12.9,0
907,59547,11.3,92.7,88.1,2.3,0.4,3.5,12.1,0
908,59614,6.5,82.2,87.2,7.6,0.4,1.5,3.3,0
909,59646,11.1,99.3,92.7,1.6,0.6,1.7,4.5,0
910,59661,12.5,89.8,87.5,7,0.3,1.2,4.3,0
911,59756,14.3,73.5,49.4,4.4,1.1,12,70.1,0
912,59821,11.2,93,81.2,6.5,0.1,2.1,23.8,0
913,59821,18.6,100,96.9,0,0,0,1.6,0
914,59916,9.8,92.9,80.6,5.1,0.7,2.6,18.5,0
915,60060,9.2,91.2,94.4,0.3,0.8,0.2,7.6,0
916,60191,15.5,85.4,55.5,11.3,1,15.2,16.6,0
917,60269,7,93.2,94.4,1.5,0.2,1.2,2.5,0
918,60376,11.7,93.7,80.8,12.7,0.3,3.7,3.5,0
919,60597,7.3,94.3,94.9,0.1,2,0.4,0.6,0
920,60621,16.6,65.6,48.2,2.9,1.5,7.4,73.5,0
921,60752,16.5,75.8,52.7,2.8,0.8,14.8,52.8,1
922,60819,4.9,96.3,98.2,0.6,0.1,0.7,1.5,0
923,66647,10.7,93.3,69.9,20.3,0.2,3.9,20.4,0
924,61051,9.9,82.5,77.4,1.5,1.4,1.3,40.5,0
925,61122,11.2,92.9,71.2,18.3,0.5,3.7,6.1,0
926,61248,14.6,76.9,60,5.3,0.9,5.8,48.4,0
927,61442,7.3,90.9,74.7,19,0.2,3.2,3.1,0
928,61541,11.7,91.8,83.4,1.4,5.2,2.1,4.3,0
929,61593,12.8,90,57.2,29.3,0.4,6.3,8.9,0
930,61626,12.7,93.5,74.6,17.3,0.2,2.2,7.3,0
931,61643,4.8,92.1,61.1,31.4,0.2,1.7,8.2,0
932,61669,10.9,89.3,68.1,28,0.4,1.5,2,0
933,61786,6.6,93.8,88.6,6.3,0.3,1.6,3.6,0
934,62164,23.8,92.8,74.5,1.8,0.7,7.7,19.4,0
935,62351,13.5,88.7,82.3,0.3,8.2,0.5,9.2,0
936,62363,13.4,90.5,53.8,31.6,0.4,4.9,14.9,0
937,62430,19.4,82,86.4,0.9,0.7,0.8,16.6,0
938,62560,25.5,90.1,93.4,0.2,0.1,1.6,2.2,0
939,62598,12.1,90.7,87,1.1,0.6,1.9,13.5,0
940,62605,8.3,93.4,95,1.8,0.2,1.5,1.2,0
941,62666,13.8,88.9,70.9,2.7,1.4,10.7,25.6,0
942,62858,11.6,92.6,91.1,0.6,0.9,1.7,7.3,0
943,62897,11.4,76.1,56.6,3.9,0.7,7,70.7,0
944,62917,12.8,81.3,98.2,0.6,0,0,2.3,0
945,63120,9.8,92.7,76.9,5.1,0.7,7.2,14.9,0
946,63585,11.3,89,30.1,47.8,0.3,9.7,14.3,0
947,63607,13,91.2,63.8,8.8,0.9,13.3,14.5,0
948,63649,11.2,93.9,77.5,10,0.4,5,7.9,0
949,63678,11.5,93.4,81.3,6.2,0.5,7.3,4.6,0
950,63753,10.5,93.8,87.6,6.2,0.5,1.2,5,0
951,64222,6.3,94.4,94.3,0.6,0.6,2.4,1.7,0
952,64329,15.4,86.9,48.9,17.3,0.9,10.5,31.7,0
953,64494,17.1,91.7,62.9,20,1,3.9,18.4,0
954,64518,6.3,96.3,62,23.9,0.7,2.9,12.6,0
955,64540,8.9,93.1,79.7,7.2,0.4,5.9,6.8,0
956,64700,11.4,89.2,63.9,18.6,0.5,5.8,14.4,0
957,64745,5.8,94,94.6,1.1,0.1,2.7,1.6,0
958,64821,6.8,90.6,81.9,10.4,0.3,3.7,4.3,0
959,64824,16.1,72.5,47.4,10,1,6.6,66.8,0
960,64830,11.8,86.8,62.8,6.2,1.5,7.7,40.3,0
961,64914,5.8,92.6,96.6,0.6,0.2,0.8,2.3,0
962,65096,13.4,80.1,34.2,11.9,1,22,40.7,0
963,65185,12.5,80.9,53.7,4.6,0.8,14.4,58.2,0
964,65197,3.2,95.6,95,1,0.1,2.3,2.3,0
965,65212,14.3,90.4,69,5.2,0.9,7.6,30.3,0
966,65250,11.8,91.8,95.5,0.5,0.5,0.3,5.2,0
967,65294,7.1,91.1,90.9,0.4,0.5,0.6,10.6,0
968,65305,11.6,89.3,63.6,23.2,0.3,1.6,20.7,0
969,65472,12.1,85,60.8,2.7,1.3,7.7,50.9,0
970,66076,11,88.7,72.7,2.5,0.5,11.6,24.5,0
971,65499,11.5,87.5,52.3,42.7,0.3,1.6,2.9,0
972,65625,7.7,96.5,96.6,0,0,0,4,0
973,65706,6.8,94.3,70.7,2.4,2.9,0.7,53.1,0
974,65732,8.8,89.5,6,90.1,0.2,0.6,3.7,0
975,65765,14.9,88.1,70.9,2.6,1,8.9,21.1,0
976,65793,8.1,91.7,70.2,9.7,2,4.1,24.4,0
977,65849,12.5,66.2,48.5,1.9,1.1,11.9,78.8,0
978,65974,16.8,86.6,53.9,2.3,0.6,22.8,34.4,0
979,66053,15.6,80.1,69.1,3.1,1.5,2.2,46.8,0
980,66107,13.9,84.1,75.1,1.6,1,3.5,38,0
981,66116,15.4,87.3,58.9,6.7,0.6,15.9,28.8,2
982,66384,11.7,92.5,80.4,1.2,0.7,3.5,17.3,0
983,66457,12.5,83.3,64.6,1.3,1.3,3.8,65.7,0
984,66484,11.2,90.4,63.8,19.5,0.6,3.1,28.4,0
985,66497,9.5,91.9,70.2,17,0.4,3.1,21,0
986,66607,11,92.6,86.4,2.1,1,2.4,15.6,0
987,66634,8.3,93.3,67.7,19.6,0.4,6.1,6.6,0
988,66818,12.1,89.2,83.3,0.7,1.5,0.9,28.4,0
989,66948,8.9,87.5,77.4,1.8,1.1,4.4,31.7,0
990,67023,9.6,93.8,83.2,6.5,0.5,3.3,7,0
991,67081,9,91,82,1.4,0.9,5.4,20.7,1
992,67364,13.2,85.6,46,15.7,0.8,14.9,27.3,0
993,67422,3.8,94.4,89.7,3,0.5,1.9,6.2,0
994,67484,11.1,92.8,82.5,0.7,1.1,1.4,29.2,0
995,67695,10,94,67.7,11.8,0.4,7.4,25.2,0
996,68038,9.5,80.9,75.1,0.6,0.8,2.3,37.6,1
997,68318,13.3,87.1,64.5,3.6,0.7,11.1,30.6,0
998,68368,15.4,86.6,76.3,18.5,0.7,1.7,2.7,0
999,68442,9.1,90.7,82.4,1,0.7,2.7,17.7,0
1000,68504,7,95.5,79.3,10.2,0.2,4.5,9.7,0
1001,68620,9.7,91.1,62.6,29.8,0.4,2.9,4.4,0
1002,68717,6.6,92.2,84.1,13.3,0.3,0.6,1.3,0
1003,68802,6.5,94.9,89.3,4.4,0.2,3.1,8.9,0
1004,68882,14.6,88.3,85.2,0.7,0.6,0,27,0
1005,69018,5.8,95.5,91.9,0.6,0.5,0.6,8.6,0
1006,69054,6.8,89.4,95.7,1.2,0.1,1,1.7,0
1007,69063,2.7,94.4,81.8,16.5,0.7,0.3,0,0
1008,69103,2.3,81.1,54.8,0.4,2.3,0.5,72.3,0
1009,69173,9.3,83,75.5,7.9,0.7,1.4,37.6,0
1010,69189,10.3,83.1,42.8,4.5,1,25.8,53.2,0
1011,69368,9.5,85.3,63.6,8.4,0.6,13.4,30,0
1012,69460,6.4,96.6,89.6,4.5,0.3,2.8,3.1,0
1013,69891,8.5,91.8,34.3,51,0.3,7.8,7,0
1014,70176,9.8,90.9,81,4.3,0.3,5.2,17.8,0
1015,70594,13.5,93.4,69.5,7.9,0.8,13.8,6.6,1
1016,70652,7.7,95.9,94.2,2,0.3,0.4,4.3,0
1017,70988,9.6,90.4,86.1,0.2,7,0.5,3.1,0
1018,71194,4.6,94.4,78.5,13.4,0.1,5.7,1.2,0
1019,71233,9.2,92.3,90.6,1.5,0.5,2,12.7,0
1020,71518,6.4,93.7,84.9,3.6,0.5,7.6,2.8,0
1021,71689,6,92,90.6,4.4,0.3,1.9,5.3,0
1022,71765,11.1,98.6,73.3,8,0.5,15,3,0
1023,71897,13.6,83.5,52.6,2.3,0.6,20.3,39.7,0
1024,71974,10.1,95.9,82.6,5.5,2.6,3.2,5.1,0
1025,72399,9.1,93,79.6,1.5,0.9,6.2,17.7,0
1026,72421,10.9,79.6,23.8,23.8,0.6,25.6,38.6,0
1027,72659,5.8,86.1,68.9,4.8,0.5,12.8,25.3,0
1028,72695,10,91.5,73.3,4.8,1.5,8.2,21.9,0
1029,72837,8,94.1,93.3,1.6,0.2,1.7,3.5,0
1030,72872,11.6,77.7,56.4,6.2,1,10.5,53.8,0
1031,73115,11.9,94.3,85.7,2.4,0.8,4.2,9.6,0
1032,73288,9.5,96.2,89.3,1.7,0.8,3.3,8.8,1
1033,73380,11,94.9,94,0.6,1.3,0.2,9.8,0
1034,73397,10,93.5,13.5,80.7,0.2,2,2.7,0
1035,73399,8.3,92.9,84.4,5.1,0.5,3.1,20.5,0
1036,74001,10.7,88.4,66.3,10.3,0.9,6.1,22.9,0
1037,74159,9,90.7,85.1,1.7,0.9,3.6,8.6,0
1038,74165,9,90.4,92.2,0.4,1.2,0.7,9.5,0
1039,74167,15.3,86.9,8.6,0.4,0.1,25.3,6.7,0
1040,74438,5.8,94.1,82,2.5,1.2,3.8,22.1,0
1041,74881,5.3,92.2,88.5,3.6,0.4,0.8,15.2,0
1042,74903,7.5,92.1,83,4.3,0.8,1.8,23.6,0
1043,74978,6.4,89.4,49.9,23.8,0.4,10.8,24.4,0
1044,75373,8.6,95.5,77.7,5.6,0.1,11.9,7.5,0
1045,75788,13,79.7,3.3,91.3,0.3,0.1,5.4,0
1046,76012,9.1,95.1,88.8,3.1,0.2,3.7,8.5,0
1047,76449,4.6,96,91.2,1.6,0.1,4.9,2.5,0
1048,76580,11.3,95.3,77.6,3.9,0.4,9,13.1,0
1049,76875,4.7,92.9,93.6,0.9,0.9,0.6,6.7,0
1050,76902,11.7,84.6,16.9,1,61.2,9.1,3.1,0
1051,77146,6,95.2,75.1,14.8,0.2,5.1,6,0
1052,77228,5.4,94.1,93.8,0,0.7,1.1,5.3,0
1053,77335,6.9,94,83.1,5.3,0.4,4.1,10.2,0
1054,77591,3.4,96.8,93.1,0.2,0.3,5.6,1,0
1055,77806,11.9,96.9,44.5,17.5,0.4,27.5,9.2,0
1056,77883,8.8,90.3,87.3,1.2,1.6,2.2,14.6,0
1057,78039,7.9,85.8,40.5,1.4,0.6,37.1,45.5,0
1058,78059,5.9,97,91.1,2.8,0.1,3.5,3.1,0
1059,78326,8.2,93,66,5.6,7.9,8.1,7.6,1
1060,78377,6.5,96.4,86.1,8.4,0.3,1.7,3.9,0
1061,78513,13.2,84.2,67.1,1.6,0.7,11.3,38.1,0
1062,78891,6.8,96.1,77,14.5,0.1,6,2.7,0
1063,79193,7.9,87.9,56,8.7,0.7,16.4,30.1,0
1064,79243,7.9,96.5,92.4,0.9,0.8,2,5.1,0
1065,79330,7.5,88.8,60.7,2.3,0.8,17.8,39.7,0
1066,79359,9.4,89,65,13.9,0.3,7.9,23.8,0
1067,79460,5.3,96.6,96.1,0.7,0.1,1.4,1.8,0
1068,79487,10.4,90.5,46.1,11.2,0.6,26.3,18,0
1069,79515,8.8,94.1,93.3,4.2,0.1,0.6,4.5,0
1070,79549,7,93.5,51.1,2.7,0.4,34.5,16.1,0
1071,79600,7.2,89.5,59.7,9.4,0.4,20.8,18.2,0
1072,79925,7,91.4,70.8,4.1,1.1,9.8,24.7,0
1073,79964,10.9,93.5,90,1.1,0.6,1.6,7.4,0
1074,80177,8.6,95.8,82.6,1.5,0.7,7.2,11.5,0
1075,80734,9.8,90.6,79.7,1.5,0.9,4.2,22.2,0
1076,80978,7,95.2,77.3,15.3,0.4,2.9,5.6,0
1077,81047,8.2,94.7,80,10.4,0.2,3.8,19.4,0
1078,81294,13.2,87,48.5,6.1,0.5,33.3,15.1,2
1079,81459,7.4,92.2,74.8,10.5,0.7,4.1,18.6,0
1080,81898,6.5,95.7,86.1,1.1,0.6,6.1,11.1,0
1081,81970,14.9,95.4,73.5,20.2,0.2,2.9,3.2,0
1082,82120,5.9,97.3,78.7,1.6,0.2,12.5,8.6,0
1083,82121,6.7,96.8,88.6,6.4,0.2,2.3,1.9,0
1084,82265,7,96.4,81.5,5.6,0.3,7.9,4.5,0
1085,82367,8.1,90.2,56.5,0.9,0.4,33.3,13.1,0
1086,82424,6.6,95.6,81.8,3.4,0.8,5.8,14.9,0
1087,82500,11.8,91.6,67.5,25.3,0.2,3.4,3.6,0
1088,83208,5.6,90.3,75.4,18.3,0.4,1.1,3.6,0
1089,83252,9.4,92.4,76.7,1,0.5,11.1,17.1,0
1090,83554,9.3,89,70.9,3.2,0.6,8.5,29.5,0
1091,83793,7.5,93.5,66.9,7.6,0.4,16.9,14.7,0
1092,84451,5.4,93.3,61.9,28.4,0.2,3.8,7.4,0
1093,84583,0.6,91.5,16.1,6,50.5,0,12.7,0
1094,84647,11.3,82.7,42.8,3.2,0.9,32,33.2,2
1095,85291,4.1,86.8,73.9,0.8,2.2,3,31.8,0
1096,85418,5.8,97.3,84.2,5.2,0.3,6.9,3,0
1097,85420,7.5,95.5,82.3,7.4,0.3,5.3,7.1,0
1098,85464,4.8,98.1,90.7,0.7,0.3,4,4,0
1099,85521,8.1,87.8,23.9,6.3,0.5,50.9,22.9,0
1100,85671,6.9,94.5,84.4,6.7,0.2,3.8,7.6,0
1101,85714,14.9,86.1,98.7,0,0,0.1,0.4,0
1102,86757,7.9,87.7,41.3,4.7,0.7,27.2,35.2,0
1103,86869,3,97.5,92.2,0.8,0.3,1.9,6,0
1104,87258,3.4,88.6,91.4,3.1,0.4,0.4,12.5,0
1105,89134,8.3,91.5,60.9,21.8,0.4,6,16.1,0
1106,90089,6.2,94.4,73.5,14.2,0.6,3.7,15.4,0
1107,90208,7.6,88,57.8,2.4,0.5,18.9,26.6,0
1108,90321,4.8,91.7,23.1,6.9,0.3,61.9,12,0
1109,91393,3.3,94.2,86.7,5.9,0.3,3.3,4.3,0
1110,91458,5.7,95,86.6,3.4,0.4,4.8,12.5,0
1111,91579,6.3,95.3,73.1,8,0.4,13.1,7.7,0
1112,91941,5,97.6,87.3,3.3,0.4,4.4,7.4,0
1113,92127,6.3,96.3,79.3,1.8,0.4,11.3,6.3,0
1114,92278,12.3,96.3,50.5,1.8,0.2,39.2,9.2,0
1115,93000,3.4,94.1,81.2,13.8,0.2,1.8,3,0
1116,95149,8.1,94.4,85.8,0.6,0.5,3.9,13.7,0
1117,95428,5.9,93.8,15,0.7,0.1,57.7,6.2,0
1118,95804,4.9,96.8,90.4,1.4,0.6,2.5,7,0
1119,95815,6,93,76.9,1.6,0.6,10.2,15.7,0
1120,95972,4.5,93.1,62,16.4,0.5,12.4,20.5,0
1121,96964,4.4,94.9,83.3,9.4,0.2,4.4,3.4,0
1122,97118,5.6,91.9,61.6,19.8,0.3,12.2,6.3,0
1123,97500,5.6,92.4,86.4,4.7,0.2,2.5,13.8,0
1124,98914,8.4,91.9,45,2.7,0.5,37.7,19.4,0
1125,99250,4.4,96.6,84.8,6.7,0.1,4.5,6,0
1126,99422,3.3,92,79.6,4.4,0.2,11.1,11,0
1127,100849,7,95.7,55.5,25.3,0.4,11.4,7.9,0
1128,101872,7.8,84.3,50.7,9.5,0.7,17.9,33.6,0
1129,102281,6.8,97.2,15.1,73.7,0.3,3.6,5.5,0
1130,103051,5.5,95.6,72,8.4,0.5,12.9,11.2,0
1131,104427,6.8,91.9,71.6,3.3,0.6,11.4,24.8,0
1132,105328,4,95.2,78.2,1.9,0.4,9.1,18.6,0
1133,105355,6.1,92.3,32.8,3.3,0.5,50.6,14.8,0
1134,105401,7.5,91.4,43,2,0.5,40.9,18.9,1
1135,105763,9,93.5,71.7,8.5,0.5,9.6,15.1,0
1136,113071,7.1,97.7,87.3,0.7,0.3,7,7.2,0
1137,117855,3.6,95.5,75.1,1.3,0.4,15.6,14.4,0
1138,119115,4.7,100,92.5,0.3,0.9,1.9,4.1,0
1139,119528,4.5,93.7,78.7,6.4,0.2,10.3,9,0
1140,120522,2.7,97.7,79.9,4.3,0.3,9.4,9,0
1141,124529,3.8,98.2,92.7,1.3,0.1,4.3,1.7,0
1142,124759,4.4,95.2,67,1.7,0.3,23.2,10.3,0
1143,136519,5.4,97.4,64.2,1.9,0.2,27.1,6.2,0
1144,137423,2.9,98.4,94,0.5,0.1,3.6,2.8,0
1145,175990,3.2,94.7,73.8,15.8,2.1,2,17.4,0
